frame,label,track_id,x_pred,y_pred,miss_count
0,RED,0,288.0,352.0,0
0,RED,1,336.0,224.0,0
0,GREEN,0,352.0,288.0,0
0,GREEN,1,448.0,416.0,0
0,BLUE,0,448.0,256.0,0
1,RED,0,288.0,352.0,0
1,RED,1,320.18560791015625,224.0,0
1,GREEN,0,352.0,288.0,0
1,GREEN,1,448.0,416.0,0
1,BLUE,0,448.0,271.81439208984375,0
2,RED,0,288.0,352.0,0
2,RED,1,319.511474609375,224.0,0
2,GREEN,0,352.0,288.0,0
2,GREEN,1,448.0,416.0,0
2,BLUE,0,448.0,272.488525390625,0
3,RED,0,288.0,352.0,0
3,RED,1,319.6701354980469,224.0,0
3,GREEN,0,352.0,288.0,0
3,GREEN,1,448.0,416.0,0
3,BLUE,0,448.0,272.3298645019531,0
4,RED,0,288.0,352.0,0
4,RED,1,332.1622314453125,224.0,0
4,GREEN,0,339.6463928222656,288.0,0
4,GREEN,1,448.0,416.0,0
4,BLUE,0,448.0,272.1913757324219,0
5,RED,0,288.0,352.0,0
5,RED,1,336.6730651855469,224.0,0
5,GREEN,0,347.1866760253906,288.0,0
5,GREEN,1,448.0,416.0,0
5,BLUE,0,448.0,272.089111328125,0
6,RED,0,288.0,352.0,0
6,RED,1,337.582763671875,224.0,0
6,GREEN,0,350.9769592285156,288.0,0
6,GREEN,1,448.0,416.0,0
6,BLUE,0,448.0,283.8894348144531,0
7,RED,0,288.0,352.0,0
7,RED,1,337.1968994140625,224.0,0
7,GREEN,0,352.3614501953125,288.0,0
7,GREEN,1,448.0,416.0,0
7,BLUE,0,448.0,288.5633239746094,0
8,RED,0,288.0,352.0,0
8,RED,1,336.6246643066406,224.0,0
8,GREEN,0,340.7259826660156,288.0,0
8,GREEN,1,448.0,416.0,0
8,BLUE,0,448.0,289.5528259277344,0
9,RED,0,288.0,352.0,0
9,RED,1,336.2298583984375,224.0,0
9,GREEN,0,335.8446960449219,288.0,0
9,GREEN,1,448.0,416.0,0
9,BLUE,0,448.0,289.19683837890625,0
10,RED,0,288.0,352.0,0
10,RED,1,336.0368347167969,224.0,0
10,GREEN,0,346.4911804199219,288.0,0
10,GREEN,1,448.0,416.0,0
10,BLUE,0,448.0,288.6324462890625,0
11,RED,0,288.0,352.0,0
11,RED,1,335.9722595214844,224.0,0
11,GREEN,0,351.4249267578125,288.0,0
11,GREEN,1,448.0,416.0,0
11,BLUE,0,448.0,288.23663330078125,0
12,RED,0,288.0,352.0,0
12,RED,1,335.9664306640625,224.0,0
12,GREEN,0,352.9311828613281,288.0,0
12,GREEN,1,448.0,416.0,0
12,BLUE,0,448.0,288.0406494140625,0
13,RED,0,288.0,352.0,0
13,RED,1,335.9781799316406,224.0,0
13,GREEN,0,352.9544677734375,299.8508605957031,0
13,GREEN,1,448.0,416.0,0
13,BLUE,0,448.0,287.9737854003906,0
14,RED,0,288.0,352.0,0
14,RED,1,335.9898376464844,224.0,0
14,GREEN,0,352.5840148925781,304.5606689453125,0
14,GREEN,1,448.0,416.0,0
14,BLUE,0,448.0,287.966796875,0
15,RED,0,288.0,352.0,0
15,RED,1,335.9968566894531,224.0,0
15,GREEN,0,352.2575988769531,305.56085205078125,0
15,GREEN,1,448.0,416.0,0
15,BLUE,0,448.0,287.97808837890625,0
16,RED,0,288.0,352.0,0
16,RED,1,347.8507995605469,224.0,0
16,GREEN,0,352.07135009765625,293.3536682128906,0
16,GREEN,1,448.0,416.0,0
16,BLUE,0,448.0,287.9896545410156,0
17,RED,0,288.0,352.0,0
17,RED,1,352.5614318847656,224.0,0
17,GREEN,0,351.9949035644531,299.9272155761719,0
17,GREEN,1,448.0,416.0,0
17,BLUE,0,448.0,299.84759521484375,0
18,RED,0,288.0,352.0,0
18,RED,1,353.5615234375,224.0,0
18,GREEN,0,351.9770812988281,291.38751220703125,0
18,GREEN,1,448.0,416.0,0
18,BLUE,0,448.0,304.560546875,0
19,RED,0,288.0,352.0,0
19,RED,1,353.2049255371094,224.0,0
19,GREEN,0,351.98150634765625,287.8367919921875,0
19,GREEN,1,448.0,416.0,0
19,BLUE,0,448.0,305.56158447265625,0
20,RED,0,288.0,352.0,0
20,RED,1,352.6371765136719,224.0,0
20,GREEN,0,351.9899597167969,286.9803771972656,0
20,GREEN,1,424.2982482910156,439.7017517089844,0
20,BLUE,0,448.0,305.2052001953125,0
21,RED,0,288.0,352.0,0
21,RED,1,352.2386169433594,224.0,0
21,GREEN,0,351.99609375,299.0113525390625,0
21,GREEN,1,438.58038330078125,425.41961669921875,0
21,BLUE,0,448.0,292.7865295410156,0
22,RED,0,288.0,352.0,0
22,RED,1,352.0411376953125,224.0,0
22,GREEN,0,351.9992370605469,304.0990295410156,0
22,GREEN,1,422.2978820800781,441.7021179199219,0
22,BLUE,0,459.8508605957031,299.5289306640625,0
23,RED,0,288.0,352.0,0
23,RED,1,351.97369384765625,224.0,0
