frame,label,track_id,x_pred,y_pred,miss_count
0,RED,0,272.0,400.0,0
0,RED,1,336.0,192.0,0
0,GREEN,0,464.0,416.0,0
0,GREEN,1,336.0,144.0,0
0,BLUE,0,288.0,304.0,0
1,RED,0,272.0,400.0,0
1,RED,1,336.0,192.0,0
1,GREEN,0,464.0,416.0,0
1,GREEN,1,336.0,144.0,0
1,BLUE,0,288.0,304.0,0
2,RED,0,272.0,400.0,0
2,RED,1,336.0,192.0,0
2,GREEN,0,464.0,416.0,0
2,GREEN,1,336.0,144.0,0
2,BLUE,0,288.0,304.0,0
3,RED,0,272.0,400.0,0
3,RED,1,336.0,192.0,0
3,GREEN,0,464.0,416.0,0
3,GREEN,1,336.0,144.0,0
3,BLUE,0,288.0,304.0,0
4,RED,0,272.0,400.0,0
4,RED,1,336.0,192.0,0
4,GREEN,0,464.0,416.0,0
4,GREEN,1,336.0,144.0,0
4,BLUE,0,288.0,304.0,0
5,RED,0,272.0,400.0,0
5,RED,1,336.0,192.0,0
5,GREEN,0,464.0,416.0,0
5,GREEN,1,336.0,144.0,0
5,BLUE,0,288.0,304.0,0
6,RED,0,272.0,400.0,0
6,RED,1,336.0,192.0,0
6,GREEN,0,464.0,416.0,0
6,GREEN,1,336.0,144.0,0
6,BLUE,0,288.0,304.0,0
7,RED,0,272.0,400.0,0
7,RED,1,336.0,192.0,0
7,GREEN,0,464.0,416.0,0
7,GREEN,1,336.0,144.0,0
7,BLUE,0,288.0,304.0,0
8,RED,0,272.0,400.0,0
8,RED,1,336.0,192.0,0
8,GREEN,0,464.0,416.0,0
8,GREEN,1,336.0,144.0,0
8,BLUE,0,288.0,304.0,0
9,RED,0,272.0,400.0,0
9,RED,1,336.0,192.0,0
9,GREEN,0,464.0,416.0,0
9,GREEN,1,336.0,144.0,0
9,BLUE,0,288.0,304.0,0
10,RED,0,272.0,400.0,0
10,RED,1,336.0,192.0,0
10,GREEN,0,464.0,416.0,0
10,GREEN,1,336.0,144.0,0
10,BLUE,0,288.0,304.0,0
11,RED,0,272.0,400.0,0
11,RED,1,336.0,192.0,0
11,GREEN,0,452.14910888671875,416.0,0
11,GREEN,1,336.0,144.0,0
11,BLUE,0,288.0,304.0,0
12,RED,0,272.0,400.0,0
12,RED,1,336.0,192.0,0
12,GREEN,0,447.4393310546875,416.0,0
12,GREEN,1,336.0,144.0,0
12,BLUE,0,288.0,304.0,0
13,RED,0,272.0,400.0,0
13,RED,1,336.0,192.0,0
13,GREEN,0,458.2900085449219,416.0,0
13,GREEN,1,336.0,144.0,0
13,BLUE,0,288.0,304.0,0
14,RED,0,272.0,400.0,0
14,RED,1,336.0,192.0,0
14,GREEN,0,451.5052490234375,416.0,0
14,GREEN,1,336.0,144.0,0
14,BLUE,0,288.0,304.0,0
15,RED,0,272.0,400.0,0
15,RED,1,336.0,192.0,0
15,GREEN,0,460.21405029296875,416.0,0
15,GREEN,1,336.0,144.0,0
15,BLUE,0,288.0,304.0,0
16,RED,0,272.0,400.0,0
16,RED,1,336.0,192.0,0
16,GREEN,0,463.9657897949219,416.0,0
16,GREEN,1,336.0,144.0,0
16,BLUE,0,288.0,304.0,0
17,RED,0,272.0,400.0,0
17,RED,1,336.0,192.0,0
17,GREEN,0,464.9521789550781,416.0,0
17,GREEN,1,336.0,144.0,0
17,BLUE,0,288.0,304.0,0
18,RED,0,272.0,400.0,0
18,RED,1,336.0,192.0,0
18,GREEN,0,464.8323974609375,416.0,0
18,GREEN,1,336.0,144.0,0
18,BLUE,0,288.0,304.0,0
19,RED,0,272.0,400.0,0
19,RED,1,336.0,192.0,0
19,GREEN,0,464.4729919433594,416.0,0
19,GREEN,1,336.0,144.0,0
19,BLUE,0,288.0,304.0,0
20,RED,0,272.0,400.0,0
20,RED,1,336.0,192.0,0
20,GREEN,0,464.1932067871094,416.0,0
20,GREEN,1,336.0,144.0,0
20,BLUE,0,288.0,304.0,0
21,RED,0,272.0,400.0,0
21,RED,1,336.0,192.0,0
21,GREEN,0,464.0444641113281,416.0,0
21,GREEN,1,336.0,144.0,0
21,BLUE,0,288.0,304.0,0
22,RED,0,272.0,400.0,0
22,RED,1,336.0,192.0,0
22,GREEN,0,463.98834228515625,416.0,0
22,GREEN,1,336.0,144.0,0
22,BLUE,0,288.0,304.0,0
23,RED,0,272.0,400.0,0
23,RED,1,336.0,192.0,0
23,GREEN,0,463.9783935546875,416.0,0
23,GREEN,1,336.0,144.0,0
23,BLUE,0,288.0,304.0,0
24,RED,0,272.0,400.0,0
24,RED,1,336.0,192.0,0
24,GREEN,0,463.9843444824219,416.0,0
24,GREEN,1,336.0,144.0,0
24,BLUE,0,288.0,304.0,0
25,RED,0,272.0,400.0,0
25,RED,1,336.0,192.0,0
25,GREEN,0,463.9920654296875,416.0,0
25,GREEN,1,336.0,144.0,0
25,BLUE,0,288.0,304.0,0
26,RED,0,272.0,400.0,0
26,RED,1,336.0,192.0,0
26,GREEN,0,463.9971923828125,416.0,0
26,GREEN,1,336.0,144.0,0
26,BLUE,0,299.8508605957031,304.0,0
27,RED,0,272.0,400.0,0
27,RED,1,336.0,192.0,0
27,GREEN,0,463.9996337890625,416.0,0
27,GREEN,1,336.0,144.0,0
27,BLUE,0,292.7098083496094,304.0,0
28,RED,0,272.0,400.0,0
28,RED,1,336.0,192.0,0
28,GREEN,0,464.0003967285156,416.0,0
28,GREEN,1,336.0,144.0,0
