frame,label,track_id,x_pred,y_pred,miss_count
0,RED,0,272.0,192.0,0
0,RED,1,288.0,288.0,0
0,GREEN,0,368.0,240.0,0
0,GREEN,1,336.0,144.0,0
0,BLUE,0,336.0,160.0,0
1,RED,0,272.0,192.0,0
1,RED,1,288.0,288.0,0
1,GREEN,0,368.0,240.0,0
1,GREEN,1,336.0,144.0,0
1,BLUE,0,336.0,160.0,0
2,RED,0,272.0,192.0,0
2,RED,1,288.0,288.0,0
2,GREEN,0,368.0,240.0,0
2,GREEN,1,336.0,144.0,0
2,BLUE,0,336.0,160.0,0
3,RED,0,272.0,192.0,0
3,RED,1,288.0,288.0,0
3,GREEN,0,368.0,240.0,0
3,GREEN,1,336.0,144.0,0
3,BLUE,0,336.0,160.0,0
4,RED,0,272.0,192.0,0
4,RED,1,288.0,288.0,0
4,GREEN,0,368.0,240.0,0
4,GREEN,1,336.0,144.0,0
4,BLUE,0,336.0,160.0,0
5,RED,0,272.0,192.0,0
5,RED,1,288.0,288.0,0
5,GREEN,0,368.0,240.0,0
5,GREEN,1,336.0,144.0,0
5,BLUE,0,336.0,160.0,0
6,RED,0,272.0,192.0,0
6,RED,1,288.0,288.0,0
6,GREEN,0,368.0,240.0,0
6,GREEN,1,336.0,144.0,0
6,BLUE,0,336.0,160.0,0
7,RED,0,272.0,192.0,0
7,RED,1,288.0,288.0,0
7,GREEN,0,368.0,240.0,0
7,GREEN,1,336.0,144.0,0
7,BLUE,0,336.0,160.0,0
8,RED,0,272.0,215.70362854003906,0
8,RED,1,288.0,288.0,1
8,GREEN,0,379.851806640625,263.7036437988281,0
8,GREEN,1,336.0,167.70362854003906,0
8,BLUE,0,336.0,160.0,0
9,RED,0,272.0,225.12254333496094,0
9,RED,1,288.0,288.0,2
9,GREEN,0,384.561279296875,273.12255859375,0
9,GREEN,1,336.0,177.12254333496094,0
9,BLUE,0,336.0,160.0,0
10,RED,0,272.0,227.12220764160156,0
10,RED,1,288.0,288.0,3
10,GREEN,0,385.56109619140625,275.1222229003906,0
10,GREEN,1,336.0,179.12220764160156,0
10,BLUE,0,336.0,160.0,0
11,RED,0,272.0,202.70745849609375,0
11,RED,1,272.34832763671875,288.0,0
11,GREEN,0,385.2046203613281,274.40924072265625,0
11,GREEN,1,336.0,178.40924072265625,0
11,BLUE,0,336.0,160.0,0
12,RED,0,272.0,215.85440063476562,0
12,RED,1,267.2962951660156,288.0,1
12,GREEN,0,384.63702392578125,273.2740478515625,0
12,GREEN,1,336.0,177.27403259277344,0
12,BLUE,0,336.0,160.0,0
13,RED,0,272.0,222.4767303466797,0
13,RED,1,262.2442626953125,288.0,2
13,GREEN,0,384.2385559082031,272.47711181640625,0
13,GREEN,1,336.0,176.47711181640625,0
13,BLUE,0,336.0,160.0,0
14,RED,0,272.0,224.79489135742188,0
14,RED,1,257.6974182128906,288.0,3
14,GREEN,0,384.0411376953125,272.0822448730469,0
14,GREEN,1,336.0,176.08224487304688,0
14,BLUE,0,336.0,160.0,0
15,RED,0,272.0,225.08248901367188,0
15,RED,1,254.0144805908203,288.0,4
15,GREEN,0,383.9737243652344,271.9474182128906,0
